"row_id","weight"
1,0.0036418907088322564
2,8.131772727181886E-4
3,0.0038943427410750545
4,9.556472283483082E-4
5,0.0036418907088322564
6,8.131772727181886E-4
7,8.131772727181886E-4
8,0.007382154558523763
9,9.556472283483082E-4
10,1.0028415572809763
11,8.131772727181886E-4
12,0.0036418907088322564
13,0.007382154558523763
14,0.0038943427410750545
15,1.0028415572809763
16,0.0036418907088322564
17,0.0036418907088322564
18,8.131772727181886E-4
19,0.0038943427410750545
20,9.556472283483082E-4
21,0.0036418907088322564
22,8.131772727181886E-4
23,8.131772727181886E-4
24,0.007382154558523763
25,9.556472283483082E-4
26,1.0028415572809763
27,8.131772727181886E-4
28,0.0036418907088322564
29,0.007382154558523763
30,0.0038943427410750545
31,1.0028415572809763
32,0.0036418907088322564
33,28994.75397857538
34,204.25072220226292
35,24632.54953629759
36,51.512288039006386
37,28994.75397857538
38,204.25072220226292
39,4550.846247565901
40,134.92448494811626
41,164.50230654032404
42,263.6678758182362
43,23360.82310153052
44,70.6099674124951
45,22725.381218610823
46,237.45818564240128
47,23360.82310153052
48,70.6099674124951
49,134.92448494811626
50,275.3840860278639
51,263.6678758182362
52,884.91986625237
53,134.92448494811626
54,275.3840860278639
55,1.0028415572809763
56,1150.5219472414851
57,1150.5219472414851
58,1.0028415572809763
59,1.0028415572809763
60,1199.9806455634637
61,1150.5219472414851
62,114.50697874085448
63,1.0028415572809763
64,1199.9806455634637
